PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Unnamed: 30,ins_latitude,ins_longitude,bicimad_latitude,bicimad_longitude,distance,id,name,light,number,address,activate,no_available,total_bases,dock_bikes,free_bases,reservations_count,geometry_type,geometry_coordinates,latitude,longitude
11353987,Instalación Deportiva  Básica Embalse de San Juan,,,Pista de baloncesto. Pista de fútbol sala.,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa29f533a3468710VgnVCM1000001d4a900aRCRD,EMBALSE DE SAN JUAN,CALLE,V,1,,,,,MADRID,MADRID,28051.0,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,449213.0,4468179.0,40.36264285659688,-3.5981484314802064,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.36264285659688,-3.5981484314802064,40.400368,-3.634587,5844.283277265608,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
6344681,Instalación Deportiva Básica Alto del Retiro,,,Pista polideportiva (marcajes de fútbol sala y balonmano) Pista baloncesto,Metro: Las Suertes,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a7c2150461f5310VgnVCM1000000b205a0aRCRD,ALTO DEL RETIRO,CALLE,V,13,,,,c/v calle Antonio Gades,MADRID,MADRID,28051.0,CASCO H.VALLECAS,VILLA DE VALLECAS,450057.0,4468715.0,40.36751469466709,-3.588264644913803,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.36751469466709,-3.588264644913803,40.400368,-3.634587,6330.202181471886,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11350944,Instalación Deportiva Básica Avenida de Cerro Milano,,,Pista de minibaloncesto. Pista de minifútbol,Metro: CongostoBus: 142,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3ccd112cde58710VgnVCM1000001d4a900aRCRD,CERRO MILANO,AVENIDA,V,1,,,,,MADRID,MADRID,28051.0,CASCO H.VALLECAS,VILLA DE VALLECAS,447502.0,4468855.0,40.36861899124304,-3.618356801446381,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.36861899124304,-3.618356801446381,40.400368,-3.634587,3970.9661460476814,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11350990,Instalación Deportiva Básica Avenida de las Suertes,,,Pista de baloncesto. Pista polideportiva (marcajes de fútbol sala y voleibol).,Metro: Las Suertes,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b777d112cde58710VgnVCM1000001d4a900aRCRD,avenida de las Suertes,AVENIDA,V,,,,,,MADRID,MADRID,28051.0,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,448037.0,4469037.0,40.37029726652408,-3.6120673755658,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.37029726652408,-3.6120673755658,40.400368,-3.634587,4185.103647802616,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11350948,Instalación Deportiva Básica Avenida del Ensanche de Vallecas,,,Pista de minibaloncesto. Pista de minifútbol. Pista de skate.,Metro: Las Suertes,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=867fd112cde58710VgnVCM1000001d4a900aRCRD,ENSANCHE DE VALLECAS,AVENIDA,V,11,,,,,MADRID,MADRID,28051.0,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,448037.0,4469037.0,40.37029726652408,-3.6120673755658,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.37029726652408,-3.6120673755658,40.400368,-3.634587,4185.103647802616,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11350970,Instalación Deportiva Básica Avenida del Mediterráneo,,,Mini pista de patinaje,,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e52d112cde58710VgnVCM1000001d4a900aRCRD,LUIS MITJANS,INST. DEPORTIVA BASICA,T,,,,,,MADRID,MADRID,,,DISTRITO,443104.0,4472511.0,40.40126476374574,-3.670479840720475,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.40126476374574,-3.670479840720475,40.4032501,-3.6726019,323.8467019502896,89.0,Valderribas,2.0,84,Calle Doctor Esquerdo nº 191,1.0,0.0,24.0,10.0,14.0,0.0,Point,"[-3.6726019, 40.4032501]",40.4032501,-3.6726019
4540130,Instalación Deportiva Básica Camino de la Suerte,,,Campo de fútbol 11 de césped artificial.  Campo de fútbol 7 de tierra (próximamente de césped artificial).,"Metro: CongostoBus: 54 , 142.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a6fd908b7551110VgnVCM1000000b205a0aRCRD,SUERTE,CAMINO,V,25,,,,,MADRID,MADRID,28031.0,CASCO H.VALLECAS,VILLA DE VALLECAS,447596.0,4469654.0,40.37581378381724,-3.617327043456161,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.37581378381724,-3.617327043456161,40.400368,-3.634587,3343.3154319745004,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
4540101,Instalación Deportiva Básica Circuito de Automodelismo,,,Circuito de automodelismo,"Metro: CongostoBus: 54 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee0b2e617551110VgnVCM1000000b205a0aRCRD,NAVAMURES,CALLE,V,2,,,,,MADRID,MADRID,28031.0,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,446796.0,4469329.0,40.3728517892704,-3.626705109538528,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.3728517892704,-3.626705109538528,40.400368,-3.634587,3186.7645289066263,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
4538536,Instalación Deportiva Básica Colonia Vilda,,,"2 Pistas polideportivas, (marcajes de fútbol sala y balonmano y 2 baloncestos transversales).","Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=617f55fdb3b41110VgnVCM1000000b205a0aRCRD,PUENTELARRA,CALLE,V,1,,,,c/v Avda. Sta. Eugenia,MADRID,MADRID,28031.0,SANTA EUGENIA,VILLA DE VALLECAS,448172.0,4470286.0,40.38154336396018,-3.610581791001682,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.38154336396018,-3.610581791001682,40.400368,-3.634587,3400.125732015549,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11352297,Instalación Deportiva Básica Eduardo Chillida,,,Pista de minibaloncesto y minifútbol.,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c981763979368710VgnVCM1000001d4a900aRCRD,EDUARDO CHILLIDA,CALLE,V,1,,,,,MADRID,MADRID,28051.0,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,450323.0,4468214.0,40.36302244550467,-3.585074019427532,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.36302244550467,-3.585074019427532,40.400368,-3.634587,6912.557518224716,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
10927053,Instalación Deportiva Básica Jardines de José Luis Sampedro (junto al Centro Cultural Galileo),,,Circuito de bicicletas,"Metro: Quevedo, Moncloa Bus: 2, 12, 202",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6de45fd3c7e9610VgnVCM1000001d4a900aRCRD,JOSE LUIS SAMPEDRO,JARDIN,T,,,,,,MADRID,MADRID,,,DISTRITO,439710.0,4476155.0,40.43386078113328,-3.710817294009322,,,,, ,40.43386078113328,-3.710817294009322,40.4338516,-3.708439,265.30832718481315,168.0,Fernando el Católico,1.0,127,Calle Fernando el Católico nº 19,1.0,0.0,24.0,18.0,4.0,0.0,Point,"[-3.708439, 40.4338516]",40.4338516,-3.708439
10925321,Instalación Deportiva Básica Jardines del Teniente Alcalde,,,Pista polideportiva Pista de hockey Área multideportiva infantil,"Metro: Islas Filipinas, Canal Bus: 2, 12, 202",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59182c579bdd9610VgnVCM2000001f4a900aRCRD,Jardines del Teniente Alcalde,CALLE,V,49,,,,,MADRID,MADRID,28003.0,VALLEHERMOSO,CHAMBERI,440261.0,4476761.0,40.43935627177327,-3.704371546221416,,,,, ,40.43935627177327,-3.704371546221416,40.4386944,-3.7038333,95.04608123382545,209.0,Canal,2.0,201,Calle José Abascal frente al nº 2,1.0,0.0,24.0,12.0,11.0,0.0,Point,"[-3.7038333, 40.4386944]",40.4386944,-3.7038333
4538305,Instalación Deportiva Básica La Unión,,,Unidades deportivas cubiertas:  4 Pistas de pádel.    Unidades deportivas al aire libre:  Campo de fútbol 11 de césped artificial.,"Bus: 58 , 63 , 145",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=773aaae91fa41110VgnVCM1000000b205a0aRCRD,ENRIQUE GARCIA ALVAREZ,CALLE,V,58,,,,"c/v Diego Olivera Victorio, 1",MADRID,MADRID,28031.0,SANTA EUGENIA,VILLA DE VALLECAS,447810.0,4470500.0,40.383448627578446,-3.6148637823176353,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.383448627578446,-3.6148637823176353,40.400368,-3.634587,2896.086352343644,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
4538164,Instalación Deportiva Básica Nuestra Señora de la Torre,,,2 Campos de Fútbol (césped artificial),"Metro: Villa de VallecasBus: 54 , 58 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=de89a56418a41110VgnVCM1000000b205a0aRCRD,PUERTO DE REINOSA,TRAVESIA,V,2,,,,,MADRID,MADRID,28031.0,CASCO H.VALLECAS,VILLA DE VALLECAS,447705.0,4469952.0,40.37850528372228,-3.6160557738839376,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.37850528372228,-3.6160557738839376,40.400368,-3.634587,3193.0715505485905,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
4539403,Instalación Deportiva Básica P.A.R. Castrillo de Aza,,,Pista de baloncesto,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a554a9b438051110VgnVCM1000000b205a0aRCRD,SANTA EUGENIA,AVENIDA,V,1,,,,,MADRID,MADRID,28031.0,SANTA EUGENIA,VILLA DE VALLECAS,448343.0,4470808.0,40.38626820789469,-3.608600721310189,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.38626820789469,-3.608600721310189,40.400368,-3.634587,3296.252708233333,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11354193,Instalación Deportiva Básica Parkour,,,Circuito de parkour. Circuito de calistenia. Pista de minibaloncesto. Pista de patinaje.,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=371ef533a3468710VgnVCM1000001d4a900aRCRD,LA GAVIA,AVENIDA,V,39,,,,,MADRID,MADRID,28051.0,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,447918.0,4469016.0,40.37009915307182,-3.6134620847270176,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.37009915307182,-3.6134620847270176,40.400368,-3.634587,4111.677402346434,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
5542270,Instalación Deportiva Básica Parque Real de Arganda,,,1 Pista de fútbol sala.,Metro: Villa de VallecasBus: 58,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c497740efc26210VgnVCM1000000b205a0aRCRD,REAL DE ARGANDA,CALLE,V,45,,,,,MADRID,MADRID,28031.0,SANTA EUGENIA,VILLA DE VALLECAS,447786.0,4470059.0,40.37949103344629,-3.615099935376509,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.37949103344629,-3.615099935376509,40.400368,-3.634587,3182.0972461052397,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
4539259,Instalación Deportiva Básica Parque Santa Eugenia,,,Pista de skate,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2204a086b3051110VgnVCM1000000b205a0aRCRD,ZAZUAR,CALLE,V,12,,,,,MADRID,MADRID,28031.0,SANTA EUGENIA,VILLA DE VALLECAS,448352.0,4470258.0,40.38131130575197,-3.608459149580722,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.38131130575197,-3.608459149580722,40.400368,-3.634587,3604.6839902426345,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11358733,Instalación Deportiva Básica Parque Villa de Vallecas,,,Pista de fútbol sala. 2 Pistas de baloncesto (transversales). Pista de skate.,"Metro: CongostoBus: 54 , 130 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a14291fa9288710VgnVCM1000001d4a900aRCRD,PUERTO DE PORZUNA,CALLE,V,50,,,,,MADRID,MADRID,28031.0,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,446909.0,4469321.0,40.37277996162931,-3.6253783281885656,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.37277996162931,-3.6253783281885656,40.400368,-3.634587,3238.3082597958974,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
10923929,Instalación Deportiva Básica Parque de Enrique Herreros,,,Pista de baloncesto,"Metro: Islas Filipinas, Canal Bus: 2, 12, 202",,3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1aa8cde26f7d9610VgnVCM1000001d4a900aRCRD,BRAVO MURILLO,CALLE,V,49,,,,,MADRID,MADRID,28003.0,VALLEHERMOSO,CHAMBERI,440261.0,4476761.0,40.43935627177327,-3.704371546221416,,,,, ,40.43935627177327,-3.704371546221416,40.4386944,-3.7038333,95.04608123382545,209.0,Canal,2.0,201,Calle José Abascal frente al nº 2,1.0,0.0,24.0,12.0,11.0,0.0,Point,"[-3.7038333, 40.4386944]",40.4386944,-3.7038333
11360319,Instalación Deportiva Básica Parque del Cementerio,,,Pista polideportiva (marcajes de fútbol sala y 2 baloncestos transversales). Pista de fútbol sala.,"Metro: Villa de VallecasBus: 54 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd020c3bf9f98710VgnVCM2000001f4a900aRCRD,MONTES DE BARBANZA,CALLE,V,15,,,,,MADRID,MADRID,28031.0,CASCO H.VALLECAS,VILLA DE VALLECAS,447495.0,4469796.0,40.37710310380217,-3.618506339132532,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.37710310380217,-3.618506339132532,40.400368,-3.634587,3150.3254588429872,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11358753,Instalación Deportiva Básica Parroquia Santa Eugenia,,,Pista de fútbol sala,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4291fa9288710VgnVCM1000001d4a900aRCRD,VIRGEN DE LAS VI&amp;Ntilde;AS,CALLE,V,15,,,,,MADRID,MADRID,28031.0,SANTA EUGENIA,VILLA DE VALLECAS,448367.0,4470121.0,40.38008195615357,-3.608267379645755,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.38008195615357,-3.608267379645755,40.400368,-3.634587,3703.813425475522,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11358766,Instalación Deportiva Básica Peñaranda de Bracamonte,,,Pista de baloncesto. Pista polideportiva (marcajes de fútbol sala y balonmano).,Metro: CongostoBus: 142,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=52e5291fa9288710VgnVCM1000001d4a900aRCRD,PEÑARANDA DE BRACAMONTE,CALLE,V,4,,,,,MADRID,MADRID,28051.0,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,448710.0,4469592.0,40.37533906377627,-3.604183911642277,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.37533906377627,-3.604183911642277,40.400368,-3.634587,4389.001389074492,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11358784,Instalación Deportiva Básica Pista de Patinaje,,,Pista de patinaje,"Metro: CongostoBus: 54 , 130 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a96291fa9288710VgnVCM1000001d4a900aRCRD,PUERTO DE PORZUNA,CALLE,V,0,,,,,MADRID,MADRID,28031.0,ENSANCHE DE VALLECAS,VILLA DE VALLECAS,446909.0,4469321.0,40.37277996162931,-3.6253783281885656,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, ,40.37277996162931,-3.6253783281885656,40.400368,-3.634587,3238.3082597958974,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
4540082,Instalación Deportiva Básica Poza de la Sal,,,Pista de baloncesto,"Bus: 58 , 63 , 145",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94376b6506551110VgnVCM1000000b205a0aRCRD,POZA DE LA SAL,CALLE,V,2,,,,,MADRID,MADRID,28031.0,SANTA EUGENIA,VILLA DE VALLECAS,448816.0,4470012.0,40.37912373319082,-3.602985128269273,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.37912373319082,-3.602985128269273,40.400368,-3.634587,4244.750554287778,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
4539953,Instalación Deportiva Básica Puentelarra,,,Pista de baloncesto 3 x 3,"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2716c39144551110VgnVCM1000000b205a0aRCRD,PUENTELARRA,CALLE,V,12,,,,,MADRID,MADRID,28031.0,SANTA EUGENIA,VILLA DE VALLECAS,448296.0,4470473.0,40.38324470241852,-3.6091362899378696,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.38324470241852,-3.6091362899378696,40.400368,-3.634587,3419.413694873305,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
11358829,Instalación Deportiva Básica Puerto Lumbreras,,,Pista de baloncesto*,"Metro: CongostoBus: 54 , 130 , 142",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89596635ec288710VgnVCM1000001d4a900aRCRD,POZA DE LA SAL,INST. DEPORTIVA BASICA,T,,,,,,MADRID,MADRID,,,DISTRITO,448810.0,4470032.0,40.37930773206432,-3.603034130954479,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.37930773206432,-3.603034130954479,40.400368,-3.634587,4228.823110350033,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
6344730,Instalación Deportiva Básica Rocódromo,,,Pista skate Boulder Monolito,Metro: Las Suertes,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2f8d4eb171f5310VgnVCM1000000b205a0aRCRD,LA GAVIA,AVENIDA,V,4,,,,c/v Avenida Cerro Milano,MADRID,MADRID,28051.0,CASCO H.VALLECAS,VILLA DE VALLECAS,448309.0,4469756.0,40.37678620920142,-3.608936762154641,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.37678620920142,-3.608936762154641,40.400368,-3.634587,3882.91496852196,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
10520719,Instalación Deportiva Básica Sala Municipal de Esgrima,"La instalación cuenta con una superficie de 1.000 metros cuadrados. Su acceso principal se encuentra en la Avenida Islas Filipinas, acceso que permite la entrada a través del arco del antiguo Estadio Vallehermoso a la puerta principal. Así mismo cuenta con un vestíbulo (oficina de recepción-información), un despacho de dirección técnica, un secadero, vestuarios femenino y masculino, taller de reparación y mantenimiento, y 20 pistas, de las cuales 16 son reglamentarias de 14 metros x 1,5 metros, más 4 pistas de entrenamiento de 14 metros x 1 metro, todas ellas con sus correspondientes aparatos de señalización eléctrica.",,"Taller de reparación y mantenimiento 16 pistas reglamentarias de 14 x 1,5 metros 4 pistas de entrenamiento de 14 x 1 metro","Metro: Islas Filipinas, Canal Bus: 2, 12, 202",,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9868ed21b192f510VgnVCM1000001d4a900aRCRD,FILIPINAS,AVENIDA,V,7,,,,,MADRID,MADRID,28003.0,VALLEHERMOSO,CHAMBERI,439868.0,4476906.0,40.440630566426094,-3.709029718996936,,,,, ,40.440630566426094,-3.709029718996936,40.4411388,-3.7080833,119.77963667551728,210.0,Parque Santander,2.0,202,Calle Santander esquina con Avenida de Filipinas,1.0,0.0,24.0,15.0,7.0,0.0,Point,"[-3.7080833, 40.4411388]",40.4411388,-3.7080833
11359398,Instalación Deportiva Básica Santa Eugenia,,,2 Campos de fútbol (césped artificial),"Bus: 58 , 63 , 145Renfe: Santa Eugenia",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a57671143788710VgnVCM1000001d4a900aRCRD,CERRO DE ALMODOVAR,CALLE,V,11,,,,,MADRID,MADRID,28031.0,SANTA EUGENIA,VILLA DE VALLECAS,448941.0,4470114.0,40.38004993117393,-3.6015066796262865,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.38004993117393,-3.6015066796262865,40.400368,-3.634587,4327.890423738289,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
